"Id","SalePrice"
1461,116567.520563048
1462,162628.500762959
1463,183535.1486295
1464,196274.060059695
1465,200969.150279446
1466,168434.128711608
1467,175183.203411787
1468,163042.528253992
1469,194157.429175948
1470,120447.466781495
1471,194034.130349145
1472,94527.9894297279
1473,93383.9992290629
1474,147107.664557571
1475,109701.296513843
1476,359788.362683967
1477,254566.889013806
1478,294005.076272624
1479,287138.141359951
1480,473349.223569597
1481,349594.00926271
1482,218669.777539161
1483,177370.342276174
1484,164719.154758837
1485,190719.329517723
1486,196403.811864493
1487,330332.135433292
1488,235209.257287682
1489,197114.320397451
1490,229314.134913725
1491,196119.813984389
1492,92310.1414210893
1493,186944.361292293
1494,302252.199131607
1495,297240.121638371
1496,230902.44772688
1497,180900.862642707
1498,167860.631628853
1499,161294.036673459
1500,158066.834267878
1501,174983.462698864
1502,147162.849831848
1503,294283.954781658
1504,245565.822123729
1505,226495.458493555
1506,195208.476585528
1507,247047.591502583
1508,201812.819990159
1509,159538.955772345
1510,147463.548069906
1511,148268.485011498
1512,181122.878252355
1513,141656.881017662
1514,161286.471148048
1515,187705.660247745
1516,156836.749462157
1517,171085.48632442
1518,133256.60050689
1519,210906.691002475
1520,131650.150042596
1521,132565.970738034
1522,176102.672072425
1523,109922.913908295
1524,125942.273794309
1525,120020.669326383
1526,118972.32692599
1527,103065.30184799
1528,136126.973905258
1529,153225.11365197
1530,183434.037998189
1531,106111.138478415
1532,102940.865242246
1533,156713.128769186
1534,121281.176890917
1535,154375.162274733
1536,110797.252953645
1537,65401.699278445
1538,158977.478479449
1539,197202.80287496
1540,93361.7595802713
1541,141472.67277933
1542,143521.562899678
1543,200232.906526244
1544,87587.2913547164
1545,115516.935666911
1546,135001.689402534
1547,135285.892053861
1548,141520.211078859
1549,120682.416100594
1550,138649.538028197
1551,113106.118542139
1552,133033.408790285
1553,153100.924376367
1554,118334.974265524
1555,168428.330403971
1556,88083.6363271031
1557,109273.203199555
1558,94739.6192359633
1559,79825.4562237909
1560,141823.658273626
1561,132348.764035479
1562,132146.578771307
1563,122014.855219777
1564,161605.837554362
1565,145976.230829616
1566,241414.508274785
1567,72836.2967042498
1568,245333.15509957
1569,132022.938054061
1570,137424.09827157
1571,123113.313139803
1572,145057.614266771
1573,227635.922902151
1574,127582.667074328
1575,226513.236554045
1576,245985.512604309
1577,182808.605234666
1578,139590.575777665
1579,147872.854566574
1580,195377.741139011
1581,157514.133361474
1582,126599.63140633
1583,310010.854422302
1584,217472.758664155
1585,140853.661229274
1586,62614.4475125778
1587,100225.52896473
1588,152441.696618731
1589,97825.8559844539
1590,134850.685850147
1591,96491.413073704
1592,116007.510094769
1593,122300.167751106
1594,136766.163447312
1595,113670.968807759
1596,230959.468673984
1597,196283.417533609
1598,229238.219595099
1599,169034.693722274
1600,166872.753248423
1601,62373.1631538011
1602,108572.050290513
1603,76621.3287975422
1604,271420.067115438
1605,242975.52680587
1606,170190.952656729
1607,169227.166599627
1608,220714.356972931
1609,184901.714464548
1610,150819.970673657
1611,140817.359103081
1612,168157.746262504
1613,161377.873838239
1614,123261.014853921
1615,89491.6776583596
1616,76973.9939646177
1617,89326.4247982654
1618,120659.138322539
1619,138710.091164977
1620,165476.049381531
1621,135067.883083413
1622,137873.807879827
1623,272401.590086061
1624,211261.847282257
1625,117745.095301754
1626,168748.046885288
1627,185925.663046057
1628,274720.098237296
1629,177219.649145
1630,353333.705218166
1631,235330.886532075
1632,253856.835069116
1633,169953.044679591
1634,183068.257957363
1635,177799.666149763
1636,150865.396004958
1637,199110.539301873
1638,186669.105975411
1639,184652.398674456
1640,260586.23681728
1641,179584.755940014
1642,238011.2352361
1643,215900.146366186
1644,233117.793441693
1645,201523.260838242
1646,156021.298677018
1647,152911.31855133
1648,130204.495970299
1649,139588.609746423
1650,112258.904776879
1651,117456.917229406
1652,97346.134099778
1653,99165.5413559657
1654,143363.600513499
1655,138609.820190825
1656,141700.850554137
1657,147257.184791661
1658,141410.554658908
1659,115057.94745949
1660,150428.000723428
1661,440266.458537948
1662,391170.52798237
1663,370121.866105358
1664,500873.357212509
1665,293274.283504485
1666,330772.523798543
1667,361303.335525336
1668,328533.275151578
1669,298460.064338238
1670,333219.032865206
1671,270991.178559768
1672,426353.677972924
1673,297809.523103797
1674,242901.092453439
1675,198109.149157665
1676,199063.116801707
1677,226284.683486687
1678,460487.811864069
1679,396398.315509211
1680,333236.619587081
1681,240231.788649253
1682,313878.198215126
1683,186325.365218753
1684,175916.115749728
1685,173343.989031562
1686,170082.331420378
1687,169695.807543592
1688,189899.488002402
1689,191430.522966545
1690,195073.738371054
1691,185052.886982543
1692,255544.851261561
1693,171085.636407968
1694,180334.958964108
1695,161255.38651048
1696,272298.572653318
1697,166621.822522849
1698,347553.424204761
1699,323270.058580504
1700,249946.368591348
1701,273274.368820953
1702,247482.865045876
1703,253516.079896701
1704,279819.523048328
1705,232564.36361966
1706,394687.275571257
1707,209653.627110497
1708,204229.671621215
1709,267535.467232335
1710,220618.158627086
1711,263863.562395525
1712,253958.911066973
1713,264666.184134303
1714,223982.013360381
1715,207388.030219268
1716,185393.171223965
1717,178646.187426023
1718,140944.106244627
1719,206137.14672035
1720,229571.533111192
1721,159007.850960668
1722,127213.050218368
1723,150697.706630815
1724,204735.7564716
1725,239342.016491438
1726,184058.570398971
1727,158336.761301109
1728,168343.343526625
1729,169109.033907379
1730,156181.70123619
1731,122872.565282766
1732,123848.176980903
1733,111576.87935725
1734,115533.951178377
1735,119675.791249024
1736,110400.129705147
1737,293590.152552345
1738,247123.477637009
1739,237920.567753498
1740,223046.195109691
1741,189911.802492282
1742,170386.440290776
1743,175176.901957554
1744,305252.81810952
1745,226822.156959011
1746,184998.252619528
1747,218954.87907208
1748,224543.602064196
1749,147280.023713071
1750,127898.016047818
1751,250612.349195022
1752,117917.972758755
1753,151389.765263111
1754,193313.882733561
1755,168960.769330026
1756,123877.985388339
1757,119187.813812971
1758,142578.832855942
1759,164766.523552049
1760,169921.456210776
1761,152310.113661823
1762,175454.621320141
1763,183326.010303121
1764,115711.696380216
1765,166954.909939599
1766,186965.426048934
1767,224586.508433249
1768,140112.15442616
1769,175159.895034586
1770,152215.306406276
1771,122451.378517306
1772,137250.739557648
1773,119697.498893785
1774,146493.2025402
1775,141488.548540154
1776,124764.887743629
1777,105199.973549064
1778,140686.028486441
1779,114735.298738225
1780,179076.337491998
1781,125356.126121732
1782,83638.8787270883
1783,141834.102295007
1784,104046.67069949
1785,120116.92846395
1786,146202.744396272
1787,163025.776849592
1788,61095.8299887931
1789,99298.5615594526
1790,78521.691660978
1791,179312.758331966
1792,157491.08763164
1793,132188.360051002
1794,154584.126541327
1795,135468.831535444
1796,117091.610833383
1797,110184.931083608
1798,118898.175940813
1799,109923.177714756
1800,131098.941265529
1801,128436.392807211
1802,133871.056058056
1803,145924.293010729
1804,143809.664782671
1805,136671.283906176
1806,128833.980081173
1807,130907.614250441
1808,122614.81360233
1809,121422.139768064
1810,137549.62664232
1811,94119.4343526011
1812,95866.3951244026
1813,122084.179179062
1814,91793.7626839488
1815,51164.6584715529
1816,93719.9529209037
1817,106576.368925537
1818,142278.737540716
1819,126421.97719461
1820,65728.8673146035
1821,108137.11180293
1822,146088.171730999
1823,48964.2836050985
1824,129143.840691251
1825,135168.198121492
1826,104411.668623909
1827,104140.096672682
1828,139275.292165844
1829,124185.566786093
1830,143503.329357367
1831,147554.035282393
1832,72946.2859555455
1833,133605.118264085
1834,117425.524481617
1835,131691.068552601
1836,122855.999395643
1837,88762.8877406498
1838,127708.690537537
1839,95402.6438220251
1840,151327.915960375
1841,146760.148710314
1842,87564.5914106686
1843,127940.649599869
1844,137801.464193457
1845,140396.387598359
1846,155054.154674072
1847,165901.709528187
1848,50711.9874963912
1849,104312.661725368
1850,118252.982564382
1851,158510.274945032
1852,128843.116275984
1853,128713.42956699
1854,165262.248589969
1855,151611.794588915
1856,220751.93748481
1857,132903.539210463
1858,132606.747929083
1859,115093.980965908
1860,144965.823059161
1861,114362.499540937
1862,309929.904581254
1863,289393.21289442
1864,289469.598499059
1865,318513.27431347
1866,306032.727550571
1867,223882.212526471
1868,290960.561187286
1869,205671.279655546
1870,225232.389579483
1871,238993.958731584
1872,174046.844037783
1873,249841.560657689
1874,145138.363339967
1875,205666.039448914
1876,197101.09016105
1877,208751.946426507
1878,199183.937614689
1879,130933.852049566
1880,129620.059542893
1881,236779.432455996
1882,251662.461566528
1883,185703.803523524
1884,203495.769615933
1885,240014.623066065
1886,285123.40140476
1887,213926.114535577
1888,266560.724180733
1889,168931.126384829
1890,120343.664348302
1891,136187.411782808
1892,99335.7414251093
1893,132945.092630508
1894,127090.984757086
1895,135986.85621638
1896,121662.850385729
1897,115471.757026891
1898,113324.562589779
1899,156319.378306672
1900,145133.70702825
1901,174322.337637611
1902,151798.273695522
1903,216222.477012359
1904,139619.253094692
1905,208777.683493589
1906,152910.142349405
1907,213635.342438992
1908,105814.924186856
1909,134132.254265205
1910,117032.364257489
1911,227026.568008386
1912,338420.83045398
1913,136000.178754266
1914,63877.5626723729
1915,295534.675234024
1916,57281.5239281917
1917,253406.649503811
1918,136910.106216701
1919,176310.06117457
1920,160422.643624158
1921,377893.684609283
1922,297691.12288887
1923,237562.913083327
1924,243757.343029648
1925,195353.59504515
1926,362686.709643719
1927,132563.437092172
1928,154083.225418784
1929,124463.585989126
1930,128292.148604391
1931,139439.223215029
1932,136515.161806501
1933,167067.212511741
1934,178143.410319615
1935,168678.802342158
1936,189780.308376883
1937,182980.747662584
1938,171909.228279636
1939,255886.293280398
1940,195621.367339126
1941,168397.035753849
1942,189125.466391508
1943,221575.101918541
1944,362495.245877028
1945,379485.711752748
1946,135531.208307342
1947,324974.816301998
1948,173337.302858203
1949,245590.673686018
1950,184921.139572434
1951,252992.160561479
1952,222077.002149649
1953,168588.339328999
1954,183592.082756373
1955,135909.806934758
1956,305162.512084315
1957,151163.612141519
1958,289186.549137823
1959,146176.021448902
1960,113572.137456671
1961,120164.171662807
1962,96544.7981584877
1963,102962.281805094
1964,108458.985006318
1965,142656.177008375
1966,135916.708303605
1967,288726.851483314
1968,435797.241371056
1969,385042.089882745
1970,425991.176317816
1971,472669.654574855
1972,379428.58243182
1973,278138.27937711
1974,323625.902204707
1975,575078.796805091
1976,274435.968485449
1977,350281.878409342
1978,358454.697927328
1979,337100.498453826
1980,214361.5302273
1981,332906.065016554
1982,227793.693486847
1983,211208.886933179
1984,173957.600053204
1985,220657.802287414
1986,213497.217849519
1987,181431.874541529
1988,173079.010762234
1989,195062.27838664
1990,210222.997305918
1991,238850.337453519
1992,211724.596037974
1993,169327.933601399
1994,227160.94284223
1995,186335.130868905
1996,253946.798527711
1997,311256.48167641
1998,321066.30134597
1999,268418.702501616
2000,327738.903927718
2001,287163.000336495
2002,242893.64474727
2003,262223.021003917
2004,282146.085983767
2005,220226.413439891
2006,225103.907333071
2007,256325.622493244
2008,221199.611576044
2009,195054.820507173
2010,195272.816062839
2011,141665.883983526
2012,174409.314927619
2013,179167.849091654
2014,185440.323838095
2015,209855.241289038
2016,189511.457642178
2017,198645.739614648
2018,113396.448080704
2019,134299.486175697
2020,106052.044563057
2021,103909.241660833
2022,191461.732898716
2023,146237.097899942
2024,272837.110103017
2025,365071.294536566
2026,176992.073890969
2027,159113.670953199
2028,150394.38647589
2029,166719.62077933
2030,272234.11009963
2031,236892.721544795
2032,247328.173965658
2033,259952.546148175
2034,171143.902646476
2035,222746.019811663
2036,200933.34204228
2037,204858.732552627
2038,312135.014941013
2039,234747.910372345
2040,279850.567874893
2041,306134.949623626
2042,205293.390043494
2043,178752.190393877
2044,168106.117108052
2045,214578.356005733
2046,145072.638734322
2047,143687.936513948
2048,136858.705791003
2049,141607.908096786
2050,175435.898156192
2051,102692.673485133
2052,127330.097158463
2053,148426.644459751
2054,83830.4785674034
2055,159264.642328635
2056,147304.082245406
2057,116545.806323072
2058,219032.148154136
2059,134905.396827949
2060,175721.753757131
2061,175791.889986929
2062,130437.635054275
2063,119391.622179109
2064,141649.552505074
2065,120224.101254562
2066,164740.187677341
2067,110144.81238796
2068,147258.251107731
2069,86257.7157632063
2070,115084.361706678
2071,87984.7954905075
2072,130544.320199921
2073,132067.391259421
2074,184856.904921481
2075,147845.62712736
2076,116369.925816113
2077,164223.432273046
2078,126364.7354868
2079,131093.346095982
2080,119580.160093467
2081,123293.480591704
2082,124881.527150035
2083,146967.596453105
2084,108186.612470497
2085,119094.400429128
2086,117604.687971788
2087,123303.395229692
2088,95740.8417931729
2089,74229.2943176665
2090,126278.823168556
2091,108342.770244243
2092,121133.033761159
2093,123596.39900079
2094,113737.678421304
2095,140652.055948273
2096,81357.640121393
2097,100059.343276342
2098,141692.813831001
2099,50459.8989798176
2100,77102.4343441941
2101,110223.622225139
2102,127342.750831495
2103,102735.67735755
2104,140429.679447512
2105,128966.654790463
2106,63935.2467251834
2107,207351.267717154
2108,116209.051400337
2109,112184.7213155
2110,127899.319412581
2111,146161.94968716
2112,143129.347382165
2113,124238.468737723
2114,124237.5303435
2115,170507.271599143
2116,121646.954635568
2117,152861.146489662
2118,126203.956698818
2119,116022.854208653
2120,119801.447412792
2121,84090.6693654817
2122,111890.548040598
2123,81739.6482197227
2124,163252.430513828
2125,122853.549619141
2126,149958.715166636
2127,165517.139878577
2128,121937.682110878
2129,81275.8354217003
2130,132120.037070971
2131,141289.537078546
2132,117245.126340598
2133,119139.612399053
2134,115170.511262064
2135,84928.1277724108
2136,75279.1827085709
2137,106481.303865644
2138,138198.658217273
2139,150891.865668531
2140,142599.894422058
2141,153282.594021786
2142,125648.664329947
2143,148325.871829442
2144,121765.009178548
2145,139863.128833651
2146,167161.746761648
2147,137053.802144669
2148,142294.957252815
2149,148685.664914883
2150,238357.777191259
2151,111637.58884637
2152,168821.928767854
2153,169597.595041727
2154,109276.005705594
2155,138081.80432551
2156,260527.682606268
2157,232172.74773727
2158,240272.201050189
2159,211836.437498984
2160,183747.040794524
2161,238316.987725485
2162,374295.753136314
2163,352563.881883938
2164,242949.054636523
2165,198539.808883535
2166,151407.521022647
2167,221772.692654522
2168,202957.022229136
2169,195961.962363744
2170,219934.606104375
2171,152167.512923312
2172,133806.005532681
2173,167545.45299895
2174,229650.057147033
2175,300096.403106273
2176,305978.63095222
2177,240047.126703783
2178,214260.464787186
2179,139439.62293836
2180,215763.327413248
2181,194847.749876104
2182,226223.579946419
2183,194220.867975803
2184,121049.924326453
2185,120552.056082077
2186,146256.784360252
2187,150705.322433103
2188,155398.053993158
2189,287398.901380312
2190,78310.9417726673
2191,83881.3976360712
2192,92748.1656114677
2193,108859.342301099
2194,107592.645818447
2195,109097.773453598
2196,99659.9846631309
2197,119586.605410967
2198,160553.924466626
2199,185123.076489628
2200,150424.136484965
2201,143134.35385984
2202,220939.118719019
2203,134771.098916657
2204,182269.956845685
2205,119967.113050265
2206,144817.795769175
2207,216381.822245701
2208,278425.52342342
2209,252553.295794614
2210,116224.797325657
2211,114225.938099101
2212,114587.004070328
2213,101619.897407199
2214,120989.30059477
2215,98963.9821974722
2216,143415.310414452
2217,62703.4724505152
2218,78824.2310130538
2219,74814.4730146991
2220,66808.6952436756
2221,296684.280693713
2222,272913.463376583
2223,293209.254036586
2224,204749.197779066
2225,119953.721276398
2226,181442.470682257
2227,199051.929351624
2228,259296.446664951
2229,261453.900634408
2230,151069.90831997
2231,214484.921986597
2232,176628.017205704
2233,178978.247826178
2234,240130.305777946
2235,213109.934453869
2236,275791.971440396
2237,321403.777333067
2238,196586.222006766
2239,113363.33346673
2240,155418.181752864
2241,150516.84186009
2242,120080.130229516
2243,125770.08391828
